Station Name,Street Address,City,ZIP,Station Phone,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,EV Connector Types,Facility Type,EV Pricing
GESTFALAR FALARDEAU,70 boul St-David,Saint-David-de-Falardeau,G0V 1C0,888-758-4389,24 hours daily,,1,ChargePoint Network,48.620249,-71.107125,2022-07-12,182687,2022-07-12 01:03:04 UTC,CHADEMO J1772COMBO,,
District of Hope,349 Fort Street,Hope,V0X 1L0,833-231-3226,24 hours daily,,4,Electrify Canada,49.379188,-121.440521,2022-07-12,185157,2022-07-12 02:02:13 UTC,CHADEMO J1772COMBO,,
Sarnia,1330 EXMOUTHST,Sarnia,B3J 3R6,833-231-3226,24 hours daily,,4,Electrify Canada,42.985254,-82.356623,2022-07-12,185160,2022-07-12 02:02:14 UTC,CHADEMO J1772COMBO,,
BRCC - Aylmer - St-Hubert,"181, Rue Principale",Gatineau,J9H 6A6,855-999-8378,24 hours daily,,2,Circuit électrique,45.3964027,-75.8366533,2022-07-12,185192,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Nanaimo,4585 Uplands Dr,Nanaimo,V9T 6M8,833-231-3226,24 hours daily,,4,Electrify Canada,49.220057,-124.030974,2022-07-12,185345,2022-07-12 02:02:15 UTC,CHADEMO J1772COMBO,,
88 rue Principale Nord,88 rue Principale Nord,Sacré-Coeur,G0T 1Y0,855-999-8378,24 hours daily,1,2,Circuit électrique,48.233095,-69.80108,2022-07-12,185462,2022-07-12 02:18:44 UTC,CHADEMO J1772 J1772COMBO,,
Garibaldi Village,40270 GLENALDER PLACE Garibaldi Village,Squamish,V8B 0G2,833-231-3226,24 hours daily,,4,Electrify Canada,49.738864,-123.13401,2022-07-12,185550,2022-07-12 02:02:14 UTC,CHADEMO J1772COMBO,,
Swtch Energy,38255 Cleveland Ave,Squamish,V8B 0R4,844-798-2438,24 hours daily,,4,SWTCH,49.702532,-123.150535,2022-03-04,185990,2022-06-16 15:43:16 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$15 per hour
BRCC - Sainte-Anne-de-la-Pérade - Info Touristique,"8, Rue Marcotte",Sainte-Anne-de-la-Pérade,G0X 2J0,855-999-8378,24 hours daily,,2,Circuit électrique,46.5715286,-72.2052626,2022-07-12,186095,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Sherwood Co-op Harbour Landing,4560 Parliament Avenue,Regina,S4W 0T7,855-900-7584,24 hours daily,,4,Greenlots,50.41724,-104.645287,2022-07-12,186251,2022-07-12 01:56:48 UTC,CHADEMO J1772COMBO,,
Sherwood Co-op Regina - Quance,2925 E Quance St,Regina,S4V 3B7,855-900-7584,24 hours daily,,4,Greenlots,50.44593,-104.542231,2022-07-12,186252,2022-07-12 01:56:49 UTC,CHADEMO J1772COMBO,,
Pioneer Co-op Swift Current,1150 Central Ave N,"Swift Current, SK",S9H 0G1,855-900-7584,24 hours daily,,2,Greenlots,50.299972,-107.799567,2022-07-12,186253,2022-07-12 01:56:52 UTC,CHADEMO J1772COMBO,,
Pioneer Co-op Maple Creek,14 Sidney Street,Maple Creek,S0N 1N0,855-900-7584,24 hours daily,,2,Greenlots,49.908225,-109.471847,2022-07-12,186254,2022-07-12 01:56:53 UTC,CHADEMO J1772COMBO,,
Moose Jaw Co-op Ross Park,1592 9th Avenue NE,Moose Jaw,S6J 0A9,855-900-7584,24 hours daily,,4,Greenlots,50.411208,-105.512225,2022-07-12,186255,2022-07-12 01:56:53 UTC,CHADEMO J1772COMBO,,
Borderland Co-op Whitewood,1206 Highway 1,Whitewood,SK S0G,855-900-7584,24 hours daily,,1,Greenlots,50.336535,-102.25801,2022-07-12,186256,2022-07-12 01:57:02 UTC,CHADEMO J1772COMBO,,
BRCC - Shawinigan - Place Biermans (Super station),"1553, Boulevard Hubert-Biermans",Shawinigan,G9N 8L2,855-999-8378,24 hours daily,,4,Circuit électrique,46.5748751,-72.7201403,2022-07-12,186259,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
District of Summerland - Lower Town,12900 Lakeshore Drive S.,Summerland,V0H 1Z0,888-356-8911,24 hours daily,2,1,FLO,49.601026,-119.653658,2022-07-12,186284,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Val-des-Sources -Desjardins,"535, 1ere avenue",Val-des-Sources,J1T 3Y3,855-999-8378,24 hours daily,,2,Circuit électrique,45.770218,-71.927167,2022-07-12,186289,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
FLO - Cadillac Fairview - Toronto Eaton Centre,220 Yonge St (525 Bay & Dundas Parkade P2),Toronto,M5B 2H1,888-356-8911,24 hours daily,1,1,FLO,43.655071,-79.383059,2022-07-12,186329,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
Brooksbank DC Fast Charger,1347 East 3rd Street,North Vancouver,V7J 2C1,888-356-8911,24 hours daily,,1,FLO,49.308291,-123.03948,2022-07-12,186650,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
District of Summerland - Turner St. Park,14422 Rosedale Avenue,Summerland,V0H 1Z0,888-356-8911,24 hours daily,,2,FLO,49.608425,-119.678096,2022-07-12,186778,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
CITY OF SURREY FRASERHEIGHT DC,10588 160 St,Surrey,V4N 0A1,888-758-4389,24 hours daily,,1,ChargePoint Network,49.195,-122.77714,2022-07-12,187941,2022-07-12 01:36:46 UTC,CHADEMO J1772COMBO,,
Petro-Canada,3535 Highway 89,Cookstown,L0L 1L0,800-668-0220,24 hours daily,,2,PETROCAN,44.198979,-79.659555,2022-04-13,188146,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
BRCC - Beaconsfield,"99, Avenue Elm",Beaconsfield,H9W 2C7,855-999-8378,24 hours daily,,2,Circuit électrique,45.4358854,-73.8482091,2022-07-12,188969,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
2121 Voie de Service Nord,2121 Voie de Service Nord,Dorval,H9P 1J3,855-999-8378,24 hours daily,,5,Circuit électrique,45.483374,-73.787934,2022-07-12,188973,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Les Éboulements - Pharmacie David Villeneuve,2190 Route du Fleuve,Les Éboulements,G0A 2M0,855-999-8378,24 hours daily,,2,Circuit électrique,47.478256,-70.324996,2022-07-12,188979,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Orsainville - Couche-Tard - Henri Bourassa,"14045, Boulevard Henri-Bourassa",Québec,G1G 5S9,855-999-8378,24 hours daily,,2,Circuit électrique,46.8797428,-71.2862609,2022-07-12,188982,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Bruno,"101, Montée Montarville",Saint-Bruno-de-Montarville,J3V 6C5,855-999-8378,24 hours daily,,2,Circuit électrique,45.5400543,-73.3704465,2022-07-12,188984,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Constant - Couche-Tard,3 boulevard Monchamp,Saint-Constant,J5A 2H4,855-999-8378,24 hours daily,,2,Circuit électrique,45.3922,-73.5819,2022-07-12,188985,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Césaire,"2019, Québec 112",Saint-Césaire,J0L 1T0,855-999-8378,24 hours daily,,2,Circuit électrique,45.4138247,-73.0143595,2022-07-12,188986,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Joseph-de-Beauce - SAQ,1021 avenue du Palais,St-Joseph-de-Beauce,G0S 2V0,855-999-8378,24 hours daily,,3,Circuit électrique,46.30291874,-70.87264427,2022-07-12,188988,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Nicolas,"800, Autoroute Jean-Lesage",Saint-Nicolas,G7A 1E3,855-999-8378,24 hours daily,,2,Circuit électrique,46.6981917,-71.3015082,2022-07-12,188989,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Sauveur - SAQ,226 chemin du Lac-Millette,Saint-Sauveur,J0R 1R3,855-999-8378,24 hours daily,,2,Circuit électrique,45.8907,-74.1519,2022-07-12,188991,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Sainte-Croix,"6377, Rue Garneau",Sainte-Croix,G0S 2H0,855-999-8378,24 hours daily,,2,Circuit électrique,46.6201442,-71.74239672,2022-07-12,188992,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Superstation Laval,"2705, Avenue des Aristocrates",Laval,H7E 5J3,855-999-8378,24 hours daily,,4,Circuit électrique,45.6136884,-73.6833635,2022-07-12,188993,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Louiseville - McDonald's,1460 boul. Saint-Laurent Est,Louiseville,J5V 2L4,855-999-8378,24 hours daily,,3,Circuit électrique,46.261111,-72.878056,2022-07-12,188994,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Windsor - Desjardins,77 rue Saint-Georges,Windsor,J1S 1J6,855-999-8378,24 hours daily,,2,Circuit électrique,45.5707,-72.0024,2022-07-12,188997,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Toronto Premium Outlets,"13850 Steeles Avenue W Halton Hills, Ontario",Toronto,L7G 0J1,833-231-3226,24 hours daily,,4,Electrify Canada,43.576473,-79.82757,2022-07-12,189156,2022-07-12 02:02:10 UTC,CHADEMO J1772COMBO,,
Welland (Canadian Tire),158 Primeway Drive,Welland,L3B 0A1,833-231-3226,24 hours daily,,4,Electrify Canada,43.015295,-79.228656,2022-07-12,189157,2022-07-12 02:02:10 UTC,CHADEMO J1772COMBO,,
London South ( Canadian Tire),1125 Wellington Road,London,N6E 1M1,833-231-3226,24 hours daily,,4,Electrify Canada,42.930715,-81.22085,2022-07-12,189158,2022-07-12 02:02:10 UTC,CHADEMO J1772COMBO,,
Agincourt ( Canadian Tire),4630 Sheppard Ave,Scarborough,M1S3V5,833-231-3226,24 hours daily,,4,Electrify Canada,43.789904,-79.260232,2022-07-12,189159,2022-07-12 02:02:10 UTC,CHADEMO J1772COMBO,,
Barrie South ( Canadian Tire),75 Maple view Drive W,Barrie,L4N9H7,833-231-3226,24 hours daily,,4,Electrify Canada,44.333191,-79.691723,2022-07-12,189160,2022-07-12 02:02:11 UTC,CHADEMO J1772COMBO,,
Merritt ( Canadian Tire),2761 Forksdale Ave,Merritt,V1K1R9,833-231-3226,24 hours daily,,4,Electrify Canada,50.122208,-120.760792,2022-07-12,189161,2022-07-12 02:02:11 UTC,CHADEMO J1772COMBO,,
Kelowna (Canadian Tire),1655 Leckie Rd,Kelowna,V1X 6E4,833-231-3226,24 hours daily,,4,Electrify Canada,49.884421,-119.427761,2022-07-12,189162,2022-07-12 02:02:11 UTC,CHADEMO J1772COMBO,,
Kamloops South,1441 Hillside Drive,Kamloops,V2E 1A9,833-231-3226,24 hours daily,,4,Electrify Canada,50.654429,-120.379184,2022-07-12,189163,2022-07-12 02:02:12 UTC,CHADEMO J1772COMBO,,
Oshawa Mid,441 Gibb St,Oshawa,L1J 1Z4,833-231-3226,24 hours daily,,4,Electrify Canada,43.886326,-78.877,2022-07-12,189164,2022-07-12 02:02:12 UTC,CHADEMO J1772COMBO,,
Premium Outlets Montreal,19001 Chemin Notre Dame,Mirabel,J7J 0T1,833-231-3226,24 hours daily,,4,Electrify Canada,45.671189,-73.920068,2022-07-12,189165,2022-07-12 02:02:13 UTC,CHADEMO J1772COMBO,,
Trois-Rivieres,"3525, Boul. Des Forges",Trois-Rivieres,G8Y 4P2,833-231-3226,24 hours daily,,4,Electrify Canada,46.352042,-72.580835,2022-07-12,189166,2022-07-12 02:02:13 UTC,CHADEMO J1772COMBO,,
Calgary - Deerfoot City,910 - 57Th Avenue Ne,Calgary,T2E 9B7,833-231-3226,24 hours daily,,4,Electrify Canada,51.106991,-114.042063,2022-07-12,189167,2022-07-12 02:02:14 UTC,CHADEMO J1772COMBO,,
Stoney Creek,686 QUEENSTON ROAD,Hamilton,L8G 1A3,833-231-3226,24 hours daily,,4,Electrify Canada,43.228604,-79.773836,2022-07-12,189168,2022-07-12 02:02:15 UTC,CHADEMO J1772COMBO,,
Canmore,300 OLD CANMORE RD,Canmore,T1W 2X2,833-231-3226,24 hours daily,,4,Electrify Canada,51.088372,-115.346428,2022-07-12,189169,2022-07-12 02:02:15 UTC,CHADEMO J1772COMBO,,
Drummondville,"715, Boul st-Joseph",Drummondville,J2C 7V2,833-231-3226,24 hours daily,,4,Electrify Canada,45.890605,-72.512687,2022-07-12,189259,2022-07-12 02:02:13 UTC,CHADEMO J1772COMBO,,
Forks Parkade,63 Forks Market Rd,Winnipeg,R3C 0A2,204-291-9197,24 hours daily,2,,Tesla Destination,49.888522,-97.130559,2022-06-10,189500,2022-06-10 20:48:01 UTC,TESLA,PAY_GARAGE,Parking fee
Abbotsford (Canadian Tire),32513 S Fraser Way,Abbotsford,V2T 4N5,833-231-3226,24 hours daily,,4,Electrify Canada,49.051985,-122.322081,2022-07-12,189805,2022-07-12 02:02:11 UTC,CHADEMO J1772COMBO,,
Groupe Harnois - Proxi Vaudreuil,524 avenue St-Charles,Vaudreuil-Dorion,J7V 8H1,888-356-8911,24 hours daily,1,1,FLO,45.40555,-74.032909,2022-07-12,189806,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
Repentigny,"115, Boul. Brien",Repentigny,J6A 8J3,833-231-3226,24 hours daily,,4,Electrify Canada,45.745134,-73.455963,2022-07-12,190195,2022-07-12 02:02:15 UTC,CHADEMO J1772COMBO,,
Salmon Arm,"300, 1151 - 10th Avenue SW",Salmon Arm,V1E 1T3,833-231-3226,24 hours daily,,4,Electrify Canada,50.694526,-119.296887,2022-07-12,190313,2022-07-12 02:02:13 UTC,CHADEMO J1772COMBO,,
O'Regan's Nissan Halifax,3461 Kempt Rd,Halifax,B3K 5T7,888-356-8911,24 hours daily,,1,FLO,44.66239606,-63.61336204,2022-07-12,190385,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
CITY OF SURREY CITYHALL-DC2,13464 104 Ave,Surrey,V3T 1V8,888-758-4389,24 hours daily,,1,ChargePoint Network,49.191463,-122.848995,2022-07-12,190922,2022-07-12 01:36:45 UTC,CHADEMO J1772COMBO,,
CITY OF SURREY CITYHALL-DC1,13464 104 Ave,Surrey,V3T 1V8,888-758-4389,24 hours daily,,1,ChargePoint Network,49.191465,-122.848976,2022-07-12,190923,2022-07-12 01:36:45 UTC,CHADEMO J1772COMBO,,
Franklin Town Hall,1670 route 202,Franklin,J0S 1E0,450-827-2538,24 hours daily,,1,Non-Networked,45.029054,-73.924294,2022-04-13,191004,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,MUNI_GOV,
Autoroute 40,250 Autoroute 40,Point-du-Jour,J0K 2Z0,877-505-2674,24 hours daily,,9,Non-Networked,45.890085,-73.34988,2021-12-13,191008,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,GAS_STATION,
BRCC - Franklin - Hôtel de ville,1670 route 202,Franklin,J0S 1E0,855-999-8378,24 hours daily,,2,Circuit électrique,45.029,-73.9247,2022-07-12,191094,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
NBP - Shediac,16 Victoria Street,Shediac,E4P 2W7,844-661-6272,24 hours daily,1,1,eCharge Network,46.219126,-64.541513,2022-07-12,191257,2022-07-12 02:29:53 UTC,CHADEMO J1772 J1772COMBO,,L2: $1.50 per hour; DC Fast: $15 per hour
District of Summerland - Downtown Area West,13240 Victoria Rd.,Summerland,V0H 1Z0,888-356-8911,24 hours daily,5,1,FLO,49.60262,-119.684445,2022-07-12,191412,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Beaupré - Couche-Tard,11005 Ste-Anne,Beaupré,G0A 1E0,855-999-8378,24 hours daily,,2,Circuit électrique,47.042825,-70.896151,2022-07-12,191463,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
CALEDON MDL,6-8 Snelcrest Dr,Caledon,L7C 1B5,888-758-4389,24 hours daily,,1,ChargePoint Network,43.743886,-79.833669,2022-07-12,191477,2022-07-12 00:56:54 UTC,CHADEMO J1772COMBO,,
BRCC - Coteau-du-Lac - Pavillon Wilson,2A rue Georges-Jules-Beaudet,Coteau-du-Lac,J0P 1B0,855-999-8378,24 hours daily,,2,Circuit électrique,45.2935,-74.1746,2022-07-12,191550,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Gatineau - Super Soir Buckingham,129 Avenue Lépine,Gatineau,J8L 3G1,855-999-8378,24 hours daily,,2,Circuit électrique,45.57545038,-75.40703151,2022-07-12,191683,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Grandes-Piles - Halte 5e avenue,685 5e Avenue,Grandes-Piles,G0X 1H0,855-999-8378,24 hours daily,,2,Circuit électrique,46.68814975,-72.72683016,2022-07-12,191684,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - La Prairie - Parc Lucie-F.-Roussel,1300 Chemin de Saint-Jean,La Prairie,J5R 5H9,855-999-8378,24 hours daily,,3,Circuit électrique,45.409821,-73.474945,2022-07-12,191685,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Havre-St-Pierre - Tim Hortons,974 Boulevard du Cométique,Havre-St-Pierre,G0G 1P0,855-999-8378,24 hours daily,,2,Circuit électrique,50.244491,-63.591343,2022-07-12,191773,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - New Richmond - Fin Gourmet,129 Route 132,New Richmond,G0C 2B0,855-999-8378,24 hours daily,,2,Circuit électrique,48.175485,-65.849394,2022-07-12,192653,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Matane - Couche Tard du Phare Ouest,1399 avenue du Phare,Matane,G4W 3M6,855-999-8378,24 hours daily,,2,Circuit électrique,48.840023,-67.565136,2022-07-12,192706,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - La Malbaie - Rue John Nairne,280 rue John Nairne,La Malbaie,G5A 1L9,855-999-8378,24 hours daily,,2,Circuit électrique,47.652682,-70.150426,2022-07-12,192737,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - St-Hubert - Sainte-Anne-De-Beaupré,9752 boul. Sainte-Anne,Sainte-Anne-De-Beaupré,G0A 3C0,855-999-8378,24 hours daily,,2,Circuit électrique,47.019613,-70.932767,2022-07-12,192738,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
GTAA TRCA CL-L3-3,2-3 Network Rd,Mississauga,L4V 1B3,888-758-4389,24 hours daily,,1,ChargePoint Network,43.691175,-79.617156,2022-07-12,192802,2022-07-12 00:56:55 UTC,CHADEMO J1772COMBO,,
BRCC - Cap-Chat - Halte routière,7 rue Notre-Dame E.,Cap-Chat,G0L 1E0,855-999-8378,24 hours daily,,2,Circuit électrique,49.098469,-66.677921,2022-07-12,192839,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Gaspé - York - Halte,27A Boul. York,Gaspé,G4X 2K9,855-999-8378,24 hours daily,,2,Circuit électrique,48.823989,-64.477516,2022-07-12,192840,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Lachenaie - Couche-Tard,380 montée Dumais,Lachenaie,J6W 6L9,855-999-8378,24 hours daily,,1,Circuit électrique,45.70662908,-73.57763245,2022-07-12,192883,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
St-Romuald,"600 RUE DE LA CONCORDE,",Quebec,G2G 2B4,833-231-3226,24 hours daily,,4,Electrify Canada,46.729184,-71.275643,2022-07-12,192919,2022-07-12 02:02:15 UTC,CHADEMO J1772COMBO,,
BRCC - Ville de Témiscouata-sur-le-Lac,"759, Rue Commerciale Nord",Témiscouata-sur-le-Lac,G0L 1E0,855-999-8378,24 hours daily,2,1,Circuit électrique,47.6806026,-68.8763616,2022-07-12,192921,2022-07-12 02:18:44 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Ville de Saguenay - Promotion Saguenay,295 rue Racine E,Saguenay,G7H 1S7,855-999-8378,24 hours daily,,2,Circuit électrique,48.428058,-71.05911,2022-07-12,192950,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Hubert - Uniprix,5125 boul. Cousineau,St-Hubert,J3Y 3K7,855-999-8378,24 hours daily,,2,Circuit électrique,45.5023,-73.4275,2022-07-12,192951,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Ambroise - Dupont,55 rue du pont est,Saint-Ambroise,G7P 2R1,855-999-8378,24 hours daily,,1,Circuit électrique,48.55348,-71.321881,2022-07-12,192981,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Trois-Pistoles - Fromagerie des Basques,"69, Québec 132",Trois-Pistoles,G0L 4K0,855-999-8378,24 hours daily,,2,Circuit électrique,48.10602269,-69.20812501,2022-07-12,193012,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - MTQ - Aire de service de Rigaud,420 Chem. J.-René-Gauthier,Rigaud,J0P 1P0,855-999-8378,24 hours daily,1,2,Circuit électrique,45.476593,-74.28443,2022-07-12,193215,2022-07-12 02:18:44 UTC,CHADEMO J1772 J1772COMBO,,
Golden,1439 Lafontaine Rd,Golden,V0A 1H3,833-231-3226,24 hours daily,,4,Electrify Canada,51.302398,-116.950104,2022-07-12,193363,2022-07-12 02:02:16 UTC,CHADEMO J1772COMBO,,
Ivy - Terrace Bay,1100 ON-17,Terrace Bay,P0T 2W0,,24 hours daily,,2,IVY,48.78231136,-87.1013952,2021-08-03,193365,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,OTHER_ENTERTAINMENT,$18 per hour
Ivy - Kenora,4433 ON-17,Longbow Lake,P0X 1H0,,24 hours daily,,2,Non-Networked,49.72608588,-94.32485838,2021-08-03,193366,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,CONVENIENCE_STORE,
Westview Co-op - Carstairs,400 10th Ave,Carstairs,T0M 0N0,855-900-7584,24 hours daily,,2,Greenlots,51.563701,-114.097841,2022-07-12,193406,2022-07-12 01:57:08 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Philippe - Hôtel-de-Ville,175 chemin Sanguinet,Saint-Philippe,J0L 2K0,855-999-8378,24 hours daily,,2,Circuit électrique,45.372,-73.4901,2022-07-12,193587,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Lac Saguay - Crevier,279 Route 117,Lac Saguay,J0W 4K0,855-999-8378,24 hours daily,,2,Circuit électrique,46.4996,-75.1452,2022-07-12,193722,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Rivière-au-Renard - Information touristique,"29, Boulevard Renard Est",Gaspé,G4X 5R2,855-999-8378,24 hours daily,,2,Circuit électrique,48.9947861,-64.3966165,2022-07-12,194125,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
4344 des Pionniers,4344 des Pionniers,Port-Cartier,G0H 1R0,855-999-8378,24 hours daily,1,2,Circuit électrique,49.78078359,-67.17141608,2022-07-12,194144,2022-07-12 02:18:44 UTC,CHADEMO J1772 J1772COMBO,,
Cornwall,201- 9th Street East,Cornwall,K6H 2V1,833-231-3226,24 hours daily,,4,Electrify Canada,45.030082,-74.731918,2022-07-12,194175,2022-07-12 02:02:14 UTC,CHADEMO J1772COMBO,,
Parry Sound,30 Pine Dr,Parry Sound,P2A 3B8,888-356-8911,24 hours daily,1,2,FLO,45.342328,-80.00667,2022-07-12,194203,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
Tesla - 13685 - Salmon Arm BC,2701 11 Ave NE,Salmon Arm,V1E 2S3,888-356-8911,24 hours daily,,2,FLO,50.708013,-119.253815,2022-07-12,194982,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
BRCC - Laval - Cunard,"1525, Rue Cunard",Laval,H7S 2H8,855-999-8378,24 hours daily,,2,Circuit électrique,45.58015932,-73.73605112,2022-07-12,194984,2022-07-12 02:18:44 UTC,J1772COMBO,,
BRCC - Prevost-Ultramar,"2795, Boulevard du Curé Labelle",Prévost,J5L 2S2,855-999-8378,24 hours daily,,1,Circuit électrique,45.8543308,-74.0677497,2022-07-12,194985,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Tesla - 12132 - Cache Creek BC,1270 Stage Rd,Cache Creek,V0K 1H1,888-356-8911,24 hours daily,,1,FLO,50.81118359,-121.3238077,2022-07-12,195775,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
BRCC - Anjou - Aréna Chaumont,6572 rue des Ormeaux,Anjou,H1K 2X5,855-999-8378,24 hours daily,,4,Circuit électrique,45.6113,-73.546,2022-07-12,195847,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Tesla - 13685 - Salmon Arm BC,533 Avenue de la Montagne,Salmon Arm,V1E 2S3,888-356-8911,24 hours daily,,1,FLO,50.708013,-119.253815,2022-07-12,195867,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
61 Rue Saint-Charles Ouest,61 Rue Saint-Charles Ouest,Longueuil,J4H 1C5,855-999-8378,24 hours daily,4,1,Circuit électrique,45.540203,-73.508789,2022-07-12,195930,2022-07-12 02:18:44 UTC,CHADEMO J1772 J1772COMBO,,
Quilakwa Esso,5655 BC-97A,Enderby,V0E 1V3,888-356-8911,24 hours daily,,2,FLO,50.537473,-119.139609,2022-07-12,195977,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
BRCC - Boisbriand - Couche-Tard,"119, Chemin de la Grande-Côte",Boisbriand,J7G 1C1,855-999-8378,24 hours daily,,2,Circuit électrique,45.61615,-73.8184614,2022-07-12,196073,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Granby - Couche-Tard,554 Rue Denison Est,Granby,J2H 0N6,855-999-8378,24 hours daily,,2,Circuit électrique,45.3929,-72.6823,2022-07-12,196077,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Normandin - Nutrinor/BMR,"1455, Avenue du Rocher",Normandin,G8M 3Y1,855-999-8378,24 hours daily,,2,Circuit électrique,48.8410453,-72.5179733,2022-07-12,196082,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Place Viau,"7600, Boulevard Viau",Montréal,H1S 2P3,855-999-8378,24 hours daily,,1,Circuit électrique,45.5749423,-73.592954,2022-07-12,196083,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Rivière-Beaudette,"615, Rue Principale",Rivière-Beaudette,J0P 1R0,855-999-8378,24 hours daily,,2,Circuit électrique,45.2195411,-74.322169,2022-07-12,196085,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saguenay Du Plein Air - Couche Tard,3103 rue du Plein air,Saguenay,G7K 1E5,855-999-8378,24 hours daily,,2,Circuit électrique,48.374055,-71.09194,2022-07-12,196088,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Anne-des-Lacs,"134, Québec 117",Sainte-Anne-des-Lacs,J0R 1B0,855-999-8378,24 hours daily,,1,Circuit électrique,45.884395,-74.1026961,2022-07-12,196090,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
